Sample,ATP5G3,AURKB,B2M,VAR1,02-Mar,CBEBP,CD83,CDKN1B,CIT,CLASPIN,COX6B,DEXH,EF2_1,EPD,ERCC6L,ES1,FKBP10_2,FYNTBP,GAL3,GILT,GPX3,HEP,HERC6,HSC70,HSP70,HSP90a1,HSP90,HSP90a,HTATIP,IFI,IFI44,IFIT5,IFNa,IGMs,IL_11,IL_17D,IL_15,IL_1b,AARDC,CLEC4E,GLUL,NUPR1,ODC1,TAGLN3,IRF_1,JUN_F3,KIF15,KIF2C,KRT8,MAP3K14,MFHAS1,MMP13,MMP25,MX,NAPEPLD2,P_RAS,PRLR,RAMP1,RGS21,RPL6,RRl,RRM2,SAA,SCG2,SERPIN_1,SFRS9,TGFb,TRIM1,TXN,BSG,C7
M0139,-1.001632628,-0.183180421,-0.654034226,-0.417889027,-0.826441836,-0.340620897,-1.202567269,-1.667631478,-0.350117481,-0.104983766,-1.37352692,NA,0.179653254,NA,-0.604133655,0.503322091,0.403641366,-0.711344985,-0.067497681,-0.712121926,-0.060475317,-1.451775405,-0.044028911,-0.530957693,-3.472976609,1.15256563,0.143679354,NA,-0.568107184,-2.423420622,-0.551561747,0.022252964,0.056390234,0.048617873,-0.299376904,-0.496589594,-0.572071205,-0.384174276,-1.027638303,0.012724538,-0.320441012,-0.818498899,-0.140231293,-0.035508087,-0.988233974,-0.325338872,-0.012348501,-0.745209352,-1.063182798,NA,0.125160241,-0.757286329,-0.477196636,-0.472012471,0.110324996,-0.610225624,0.035658804,0.033560192,NA,NA,-0.005548127,-0.818517816,-1.034198653,NA,-5.75E-05,-0.259334133,-0.522387116,-1.596421181,-0.15255328,-0.052610733,-0.066424406
M0140,-0.433249605,-0.257847408,0.72493209,0.135234317,0.473092288,0.187385504,-0.233233024,-0.764443179,-0.977913843,-0.620165406,1.910882185,NA,0.146559062,NA,-1.150383452,0.256521857,-0.221109845,0.166842227,0.577593904,0.45610473,0.248269941,-0.942764876,1.411272083,-0.623943188,-1.199949457,-0.679134267,-1.838875949,NA,-0.0351187,-0.296962994,0.184787097,0.022252964,-1.766243609,0.048617873,-0.850855942,-0.09161641,-0.108316411,0.756691555,-0.179115605,0.012724538,0.214864557,0.028037458,-0.055633809,0.235250247,-0.87088227,0.15468864,-0.012348501,-0.028998112,-0.249435621,NA,-0.459727415,-0.59671995,0.094667148,0.400435753,0.199115767,-0.855737755,0.035658804,0.033560192,NA,NA,-0.724156821,-0.383210324,-0.551135871,NA,-5.75E-05,-0.017108467,-0.715924252,0.199147041,-0.299652494,0.011846327,-0.679591221
M0142,1.134848329,1.247983641,0.198938088,-0.922526552,0.965522243,1.810527771,0.245397027,1.767166112,0.751745345,0.738870599,1.436603772,-0.557060055,0.600994243,0.436392153,1.128550261,1.47632265,1.349117088,0.896910969,0.821268181,-0.166616279,1.036874536,0.311373812,0.300335705,0.31040737,0.560816354,0.986150042,-0.668114391,NA,0.384267402,-0.469029371,1.581677449,NA,0.898087758,6.66E-16,1.063242198,-0.010280168,1.838751574,0.859139439,1.15559562,NA,NA,1.678214395,NA,1.61922163,NA,-0.338303349,NA,0.549764083,NA,NA,1.178357986,0.645952734,1.50239109,0.755879307,1.213750865,1.145447886,2.66E-15,NA,NA,NA,1.440250179,1.179011111,-0.515085447,NA,NA,1.131239725,1.224595143,0.809008302,1.369844855,1.310579716,0.788463302
M0143,0.93865803,1.079325094,1.233477349,-1.558295511,0.743922991,1.893344818,1.714284982,-0.426348489,1.102247322,0.950198401,1.048945352,-0.392633029,0.816194262,0.634986634,1.436508003,1.256709901,1.515039598,0.68315597,0.73718728,1.221785363,1.687313473,0.979209735,-1.050174855,1.151570237,2.808775941,1.468697222,1.37234938,NA,0.799310898,0.213147205,5.33E-15,NA,1.522397346,6.66E-16,1.604928331,0.589250056,1.161165757,1.46040279,0.845407001,NA,NA,1.398423236,NA,1.421537934,NA,0.711461551,NA,0.985117772,NA,NA,1.328676354,0.993429663,0.86305434,1.360376969,1.296227568,1.507473291,2.66E-15,NA,NA,NA,1.927385438,0.923068428,0.510871793,NA,NA,1.499544762,1.415446698,1.091607417,1.080707508,1.199640841,0.550773386
M0144,1.609104055,0.840408192,0.645043207,1.426074818,1.077607108,1.426782425,0.381003142,-0.649318317,1.066295811,0.73508837,1.805562842,-0.216143136,0.320242591,0.004883039,1.131790784,0.297319146,1.272146001,0.28696133,-0.173467827,0.168771599,1.376403408,-0.175836721,-1.598596329,0.49942241,1.267778265,1.395277478,0.525081865,NA,0.514894127,-1.065718073,0.023122491,NA,0.832766904,6.66E-16,1.131643568,0.121621508,2.092505052,1.124635236,0.599704307,NA,NA,1.257472873,NA,1.139915104,NA,0.094889792,NA,1.437787217,NA,NA,1.0319336,0.764911302,0.588317404,0.040443661,1.595444834,1.014406611,2.66E-15,NA,NA,NA,1.73750025,0.534310344,-0.558643634,NA,NA,1.167138507,0.727225178,0.4933465,0.893310715,0.993695097,0.81311906
M0145,1.139299879,0.864744364,-0.028801541,-2.655270316,1.067732382,0.947995008,0.946783691,1.08790247,1.065997978,1.332350636,2.087209883,0.70809174,1.06371841,0.084800622,0.890515264,1.181756762,1.655716375,0.005940089,0.612693626,0.328153068,1.551026364,0.849792452,2.263863978,1.243622,1.718930288,1.231371004,0.731722228,NA,0.511272702,0.385961616,5.33E-15,NA,2.015475003,6.66E-16,0.262169454,0.579250922,1.14344116,0.654531051,1.140914205,NA,NA,1.334461044,NA,1.585068336,NA,1.461898956,NA,1.429334582,NA,NA,1.408303505,0.528492891,0.434837624,1.086151527,1.45628951,1.182853682,2.66E-15,NA,NA,NA,1.291384591,0.682560259,-0.394311945,NA,NA,1.008573542,1.116884626,0.828183991,0.520944495,0.937477432,1.127364535
M0146,-0.519736604,-0.058469768,-0.17327736,-0.278168958,-1.36606138,-0.723470334,-1.054722839,-2.936491656,0.179347954,-0.230359771,-0.419481088,-0.773073916,0.117607412,-1.780816836,0.075391731,0.482457681,0.215118062,-0.316096666,-0.401461815,-1.346311969,-0.411173997,0.314872794,1.338820563,-0.221242417,-0.891867124,-0.686657165,-0.649645098,-0.460186632,-0.835949595,-0.272292784,-2.22E-15,-0.029676091,-0.08842193,-0.069875586,-0.097289642,-0.867097338,-1.208966671,-1.081212045,0.216155522,-0.008538217,-0.375761973,0.297721865,-0.722285581,-0.057556554,-0.736717509,0.368947633,-0.039796623,-2.22E-16,-0.706659345,4.44E-16,0.215061305,0.515699058,0.275436358,0.191228751,-0.043913194,-1.044880668,0.006228736,-0.001995218,-0.521150957,-1.95035267,-0.259919212,-0.164723194,-0.045959064,-1.041072046,-0.019280697,-0.282205365,-0.227505066,-0.183432771,0.174613091,NA,NA
M0147,0.365298622,0.748529222,0.640341089,2.017380465,0.00771655,0.811845514,0.463046644,-0.549418512,0.683015909,0.161568343,1.461086028,1.077685235,1.048992232,2.197077704,0.534059512,1.288458422,1.374297673,1.134770238,1.346659576,1.103949263,0.967394307,0.899733066,2.755491646,0.676552647,0.916821388,0.88479003,-0.548368696,NA,0.543739192,1.43228989,2.070311173,NA,1.226595995,6.66E-16,0.690435063,0.408173324,-0.238496716,0.439224524,1.03334771,NA,NA,1.101892036,NA,1.415302589,NA,0.967203246,NA,0.454515811,NA,NA,0.732554808,-0.270176743,1.221171165,2.629437493,0.582619038,0.509703243,2.66E-15,NA,NA,NA,0.51079747,0.865494309,0.870254196,NA,NA,0.757055847,0.992513063,0.262807582,0.699834416,1.126592571,1.086621515
M0149,-0.099866892,1.369062598,-0.910222983,0.095686405,-0.395505155,-0.389992071,0.525436061,3.43825424,0.80781192,0.85677426,NA,NA,0.02871408,0.082047828,0.924680582,0.056645696,0.102993938,0.761303343,NA,0.476757716,-0.493887864,-1.039856619,0.547604448,0.036520155,-0.009176295,NA,-0.708746801,0.300656086,0.204929665,-0.294941152,1.545901363,0.487177217,-0.900723294,0.054107278,0.704510217,0.404978746,-0.449240021,0.305489982,0.007456716,-0.330456734,0.105672813,-0.224247531,1.059758147,-0.168297423,-0.200508151,0.05720482,0.766802529,NA,0.10852945,NA,-0.004395806,0.082600545,0.305297721,-0.764471279,-0.772207061,0.322065889,0.3241709,-0.363082005,NA,NA,0.272054316,NA,-1.767323538,NA,0.435669998,-0.027262077,-0.387270887,0.764757837,0.279167584,-0.056767092,-1.421324801
M0150,0.039066871,0.769021122,-0.414306245,1.315630024,0.501538698,0.433894471,1.554513261,3.159848592,0.587876952,0.61349383,-2.22E-16,2.66E-15,0.432263974,-4.44E-16,0.506679836,0.386804115,0.814034674,0.212571339,-0.652083558,0.594292591,0.206405211,1.609993683,-2.527280636,-0.072571372,0.629174265,3.33E-16,0.330286172,NA,0.725701526,-0.229688825,2.89531526,NA,0.201299553,1.440504493,0.685910376,0.272057642,-2.125161744,-0.08418508,0.553370127,NA,NA,0.679702486,NA,0.947765676,NA,-3.38E-14,NA,2.89E-15,NA,NA,0.540353606,-0.140273098,0.280305643,-0.040470663,-0.061149956,0.593266703,1.690244691,NA,NA,NA,0.635424782,2.89E-15,-0.905397828,NA,NA,0.25215098,-0.712472853,0.383742889,-0.109251917,0.184171207,0.389148208
M0151,0.281506059,0.811897153,0.173943051,0.095686405,-0.498390909,-0.675058325,0.480864417,0.788040227,0.913202059,-0.080009246,NA,NA,0.269400677,0.082047828,0.005166895,0.816175061,-0.298541887,-0.127676515,NA,0.810564862,-0.01862047,-0.903675776,0.549806224,0.129420275,-0.399300214,NA,-0.12483892,-0.418659899,0.118773924,-0.049207007,1.9753886,0.951842389,0.844862558,-0.296156974,-1.229636525,0.164179047,-0.87798821,-0.445585899,0.602722638,-0.923506653,0.969557689,0.865211523,0.562092084,2.051378642,-0.908568107,-1.231969751,0.41571853,NA,-0.506212034,NA,0.910007342,-1.351146608,-0.233913872,-0.315931935,-0.312613887,0.857692953,0.50030446,0.40539909,NA,NA,0.75296672,NA,-1.859831444,NA,-0.298082652,0.080421957,-0.97768779,0.367536149,-0.703591723,0.513861249,2.652140537
M0154,0.685421148,0.58531644,-0.455872583,0.095686405,0.030087433,1.095210904,2.113692112,0.630947401,0.537525742,0.628193946,NA,NA,0.527528434,0.082047828,0.63287713,0.720425447,0.112823647,1.008396989,NA,0.283548588,0.850581056,0.107133945,1.272076564,1.787922688,1.059148081,NA,0.6142958,1.651162263,0.743382329,2.270128742,1.757210793,1.725454674,-0.998167502,1.566666889,1.131104816,0.761492197,1.794799632,0.682181354,0.613895584,1.455957209,0.447006024,0.270225966,-0.871463704,0.318858062,0.169865786,0.874030835,0.673681183,NA,0.558171834,NA,0.807675576,1.904092827,0.739049987,0.868449188,0.482329564,0.558094929,0.597981781,0.861705694,NA,NA,0.508465984,NA,0.662456088,NA,0.598903931,-0.220328474,-0.144066455,0.581951328,0.10446568,0.183545171,0.339785306
M0156,0.182838176,0.323613753,-1.352853964,0.095686405,-0.547538082,-0.382016299,0.595155331,0.042087959,0.224211925,0.315303392,NA,NA,-0.075823774,0.082047828,0.616596487,0.064654338,-0.213463024,0.085661564,NA,0.772674382,-0.264035612,-0.359663676,-0.962269438,0.227893286,-0.004052062,NA,-1.315449217,-0.406454115,-0.167612391,0.095879067,-0.393024785,0.009969947,1.723340528,0.844724928,0.519642884,0.677976089,1.573246288,0.877953955,0.220412206,-0.839131561,-0.023013469,0.035672985,-0.039271896,-0.27360705,-0.387611343,0.05720482,0.077727871,NA,-0.887333811,NA,-0.002798327,-0.638870044,-0.297065084,-0.547569473,-0.468967705,-0.111909712,-0.555328062,-0.340821805,NA,NA,0.304312521,NA,-1.171047199,NA,-0.445596742,-0.112131987,-1.126516567,0.109600535,-0.150974644,-0.445083661,1.591614403
M0157,0.834184384,0.891113122,-0.890014975,-0.204323919,-0.78985728,-1.062365491,0.25382804,0.930239054,0.572936037,0.726932124,NA,NA,-0.272198939,0.082047828,0.116159488,0.625832046,-0.527003161,0.456830841,NA,0.912838081,-0.546100386,3.418537956,-0.424588592,0.498274598,-1.514731673,NA,-0.604147907,0.519321663,-0.363514698,0.079641981,1.052408945,-0.18952503,-0.010556562,-1.23468195,-2.346516049,1.294174183,0.254760002,-0.318802219,0.019651224,0.489579163,0.0554868,-0.210759763,0.629253111,-0.341165177,-0.105770532,-0.169486259,0.237519931,NA,-0.45794944,NA,0.203659664,-1.301903636,0.172605786,-0.37785018,0.156813964,0.264104976,0.505436897,0.45857385,NA,NA,0.038842669,NA,0.244015171,NA,-0.287381023,-0.354515865,-1.242113618,0.284612715,-0.563078151,-0.259730637,0.917348301
M0158,0.261793436,0.430541143,0.639780707,0.095686405,0.544329206,0.076802451,3.221289465,1.738160913,0.228845648,0.752237746,NA,NA,0.841999616,0.082047828,0.48180651,-0.309059876,-0.429768649,1.155421597,NA,1.572200465,-0.662152417,2.976208807,-2.239689282,2.434917411,1.034554745,NA,0.927408666,1.13968406,0.426975059,1.181580115,1.66967383,1.813777285,1.52639627,2.403140323,1.264878044,0.227606071,0.680937273,1.733725793,1.195050646,0.874952559,0.548243841,0.809001524,0.387244954,0.7659998,1.656431132,-0.022156207,0.511918025,NA,0.905600035,NA,1.010931628,2.602767462,1.553547214,0.128755803,0.341455553,1.461273399,0.311127523,-0.060582801,NA,NA,-0.360590492,NA,3.524467898,NA,-0.604034306,-0.024207768,0.484515251,0.973427776,0.890486428,0.038342788,1.291491294
M0161,1.038708649,0.093977559,0.18068583,1.341250837,0.575877945,0.753352927,1.703304703,1.80065705,0.37078553,0.282420863,NA,NA,0.448641949,0.082047828,0.563697525,0.143804153,0.3336245,0.689108531,NA,0.939243783,-0.191055896,-1.290108003,-1.175759194,0.85669566,0.218313419,NA,0.498291844,0.834442931,0.602790379,0.326230682,2.790348214,0.334744805,-0.010556562,1.002333588,1.172978522,0.240062317,0.268104075,0.720527179,0.363912542,-0.203334389,0.424411933,0.35063006,-0.849417923,1.636043124,0.827412885,1.146741442,0.365377476,NA,1.06199231,NA,-0.489691652,1.052510865,0.32846137,-0.059691794,-0.278832622,0.234674552,0.783498989,1.349250526,NA,NA,0.603391866,NA,2.382117872,NA,-0.001689282,0.045479426,0.295698674,0.754034119,0.409409797,0.270421254,0.098682827
M0162,0.648653569,0.114415273,-1.109683243,0.095686405,0.309767484,-0.079317864,0.030751547,1.041906604,0.355182727,0.632342361,NA,NA,0.622014533,0.082047828,0.618302292,-0.398654797,0.68927504,-0.626293533,NA,0.165850873,0.283684395,-0.208385955,-2.235516728,0.110908793,1.088543954,NA,0.000987512,-1.260853572,0.661596497,-0.693628421,0.094627316,0.310060647,-0.010556562,0.263945502,0.8695828,-0.948385824,-0.105603359,-0.808719495,-0.393531038,0.427152935,-0.663170797,-0.154476399,-0.42222093,0.5128795,-0.276660125,-0.286176041,0.599146727,NA,-1.016942994,NA,0.218641404,-0.892279981,-0.541726992,-0.171687293,-0.886189108,1.032107575,0.743021064,0.097705133,NA,NA,0.665087818,NA,-0.994353388,NA,0.930134365,0.062965158,0.265541439,0.326471076,-0.758173255,0.268231948,1.989837198
M0164,-2.126643883,0.592138453,0.89460928,0.095686405,0.731231187,0.840615639,2.912201438,0.861498737,0.893744333,-1.023288078,NA,NA,0.082638893,0.082047828,0.577182095,0.734178488,0.188386747,0.423992193,NA,1.664743886,1.006882348,-0.63540446,-1.29656801,-1.601893077,0.317812341,NA,-0.841057561,-0.821031314,0.614114615,1.144632864,3.978045839,0.009969947,-2.579715015,0.695774053,2.986702623,-2.049512721,-0.492087879,1.544195524,-0.728719109,1.663047868,1.052309681,-0.434606168,-0.691654009,0.758007281,1.309724857,-2.976874544,0.490461647,NA,-0.05799922,NA,-0.004395806,-0.774100661,1.475319239,2.209147808,0.028009617,1.215509905,0.61716128,0.050334456,NA,NA,0.403320182,NA,-3.583411835,NA,0.431833841,-0.023917911,0.442126832,1.419029424,-0.490142426,0.825331197,2.244931989
M0166,-0.039280877,0.322463879,-0.737438416,-1.421586395,-0.500949228,-0.849693137,0.747167673,0.554186271,0.133454199,0.065982378,NA,NA,-0.469141765,0.082047828,0.349731049,0.451465697,-0.014237078,-0.302796677,NA,0.540754954,-0.655898813,-0.306678127,-1.563163999,0.381485579,0.091061305,NA,-0.37740446,-0.177325347,0.155310235,1.271277974,0.45674227,0.984478136,1.729264195,-1.590656834,0.220959711,0.715868209,1.580677548,-0.450540543,-0.324716193,-0.491217057,-0.111245213,-0.066866155,-1.917207492,0.05256373,0.04200995,0.13979764,0.274612077,NA,0.804762179,NA,0.302401293,-0.702921936,-0.651302369,0.581763038,-0.182537904,0.464906599,0.84710539,0.543815249,NA,NA,-0.154137206,NA,-0.073777158,NA,0.103847145,-0.055878583,-0.396532446,-0.758107349,-0.486942284,0.15779242,-2.665610142
M0167,-0.238687275,-0.194290185,-0.015207171,0.095686405,-0.328434272,-0.466447883,0.425068895,1.981201475,0.150709213,0.933960887,NA,NA,0.204951779,0.082047828,0.56799303,0.546984564,-0.378417487,0.023215029,NA,-0.275729476,-0.621001618,-0.526279927,1.702238997,1.111170557,0.914658849,NA,-1.307114546,-0.361074368,0.478608562,0.347016802,1.066868364,1.412584195,1.092039311,0.740575471,1.392535697,1.074886129,0.560079303,0.051376196,0.242476117,1.257579529,-0.421825359,-0.158388141,0.460936169,1.19408755,0.172109013,0.05720482,0.284654468,NA,-0.732120729,NA,0.920896768,1.066322139,-0.093018339,-0.578808983,0.001262647,0.554534748,-0.057154327,0.780407891,NA,NA,0.673963542,NA,0.426959394,NA,-0.098797822,-0.182662682,0.444303019,0.158953432,-0.600061283,-0.344830069,1.653789624
M0168,0.384850633,0.430632868,0.417833064,-5.273580339,0.292288436,0.016577233,1.147077288,2.392840448,0.556915983,1.028045163,NA,NA,0.260746204,0.082047828,0.944535684,0.792025663,0.289552485,1.067750591,NA,0.728389142,0.041097028,-2.136696696,0.820964331,1.342213794,1.096390956,NA,0.565897279,1.540983929,0.761388187,0.47484485,1.886681723,1.436866419,-0.659506094,0.88803527,0.70519059,1.183309282,0.060743673,0.661694128,0.009190001,0.134646928,0.760764456,0.048465248,-0.663615421,0.253156326,0.73166523,0.05720482,1.280630193,NA,0.608650623,NA,-0.004395806,0.285062802,0.854433465,0.597605749,0.879405939,0.405852914,2.131082268,0.914409222,NA,NA,0.847077215,NA,0.17571803,NA,1.073798254,0.011407524,0.590786596,0.279180806,0.474413705,0.501037754,0.185518398
M0170,0.795380147,0.572858668,-0.185709067,0.858512133,0.313899688,-0.918368836,1.405128529,4.370720321,0.92598002,0.684625482,-4.00E-15,-2.66E-15,0.88311283,4.44E-16,0.528225367,-0.304363318,0.830401373,0.66475228,1.023234879,0.903396747,0.926295129,-0.14280982,0.999844708,1.086890281,0.445274364,2.22E-16,-0.263089504,0.002574751,0.966908152,1.519901223,-2.22E-15,-0.03008573,0.427221986,-1.211839679,1.924587983,0.319449524,0.882491967,-0.078208667,0.193880941,1.53704587,0.00412525,0.416976672,-0.336814985,1.806241894,0.748226148,-1.469486407,0.742553674,-2.22E-16,2.35446963,4.44E-16,1.165623445,1.332492564,0.230960325,0.369905823,0.233167742,0.728820471,2.118871144,2.105713257,-0.9643616,-5.33E-15,0.561906079,1.762415891,-0.69890014,0.400673806,1.334053187,0.180129812,0.877101601,1.382506348,-0.044922544,NA,NA
M0171,-1.384807239,-1.489417262,-2.67668732,-1.556689499,-2.184142907,-3.213249044,-0.6389157,0.558065138,-1.392480902,-1.130862126,-4.00E-15,-2.66E-15,-0.891756491,4.44E-16,-1.074295803,-2.104972971,-1.196358665,-1.087877466,-0.76689841,-1.614744488,-1.761722754,-3.197233594,-3.088788236,-1.274773245,-1.382127973,2.22E-16,-1.088592363,-2.532840271,-0.965633321,-1.174220699,-2.22E-15,-2.559705848,-1.670587637,-0.252419877,-1.532384967,-2.519943655,-1.350595843,-1.885629996,-2.119700931,-1.423181236,-1.839842483,-1.866849932,-3.002652915,-0.163669665,-0.928088558,-4.248972668,-1.059882521,-2.22E-16,-0.111579005,4.44E-16,-0.997629474,-3.460368146,-2.238567077,-0.874988298,-2.515487605,-1.257731528,-1.051141139,-0.922967543,-2.343651689,-5.33E-15,-1.90875652,-0.286094219,-0.947359005,-1.088515511,-1.351875697,-2.069772064,-1.043297037,-1.03415656,-2.470884131,NA,NA
M0173,-0.793281497,-0.11520583,-2.200597409,0.265356378,-0.781805029,-1.865712072,0.3744883,0.890504073,-0.162727306,-0.167138549,-4.00E-15,-2.66E-15,0.05671405,4.44E-16,0.276769873,-1.18561576,-0.247040244,0.130118717,-0.014159576,-0.105479881,-1.215970825,0.464263321,0.136608847,-0.446389887,-0.276573118,2.22E-16,0.640234119,0.805042712,-0.045643903,1.366405507,-2.22E-15,-0.288516949,-0.828192885,-0.567125244,-0.936146014,-0.717525077,-0.43768763,-0.640985525,-1.079419004,-0.58513317,-1.028189815,-0.837575176,-1.452442634,0.863596849,-0.160155393,-0.823461561,-0.042984797,-2.22E-16,1.717279182,4.44E-16,0.331588246,-0.383234619,0.367112203,0.096900881,-1.43853244,0.060050006,0.145171961,-0.563673938,-1.128320747,-5.33E-15,-0.542761043,0.542354402,-0.275626352,0.905318773,0.296572712,-0.727215796,0.3233439,0.301415387,-0.61666344,NA,NA
M0174,0.488419553,0.859225958,-0.488414331,-0.060803303,0.110437189,-0.739865639,1.042982693,1.784416942,0.755005648,0.436119533,-4.00E-15,-2.66E-15,0.924039171,4.44E-16,0.929745334,-0.790805883,0.385511402,0.239166342,0.130910341,0.72528652,-0.072269837,-1.180946733,-2.462330098,0.390659992,0.516130599,2.22E-16,1.252777595,0.162899249,0.518840513,0.449779318,-2.22E-15,-1.167519441,0.818837813,-0.324520011,1.946287589,-0.958875552,-0.53350802,-0.776053455,-0.350632114,0.022188566,-0.315405004,0.503620465,-0.263377086,1.532215762,0.548219112,-1.951128996,0.620341379,-2.22E-16,0.99273028,4.44E-16,0.084278156,0.370200465,0.713726567,-0.039266562,-0.641052326,0.22815331,1.796071774,1.065285274,-1.338927764,-5.33E-15,0.228244485,1.291867109,-2.273253763,0.992819958,0.778977025,-0.189955023,0.91858406,0.402462792,0.232862853,NA,NA
M0177,0.826074444,-0.019427149,-0.900984573,-2.339877303,0.871429333,0.259863921,0.932262187,-2.351360941,0.296081407,-0.499806293,NA,NA,0.625539766,0.082047828,0.11515984,0.340739112,0.009373163,0.939554113,NA,0.869297642,0.705838024,-1.358654795,-0.863983883,0.035241124,0.080050541,NA,1.456354997,0.626174453,1.261233366,0.095879067,0.010880407,-1.077042601,-0.032512578,0.049696714,0.658553985,-0.544073053,0.060743673,-0.6510464,0.244848134,-1.410920492,0.585359618,-0.760921218,0.584973461,1.171603811,0.582586375,-1.891653295,0.74446141,NA,-0.05799922,NA,-0.388861293,-0.020433536,0.061906127,1.710701259,-1.529395823,0.717053247,0.897787537,-1.96893315,NA,NA,-0.140439218,NA,-2.18740706,NA,0.479039734,-0.307470832,0.269059369,1.642121913,0.538732298,0.782640939,1.045548619
M0178,0.032190505,0.414856892,-0.737234128,0.095686405,0.131782796,-1.016367011,0.429145624,1.744899369,0.640688421,-0.316213537,NA,NA,-0.485286673,0.082047828,0.46957572,-0.071951496,-0.031638073,-0.145392221,NA,0.861550556,0.078865943,-0.133805561,-0.72618777,-0.241767791,-0.152708849,NA,1.191505543,0.532546155,0.573828829,-0.759641744,0.010880407,-13.40187102,-0.010556562,-0.912066708,0.079455319,-1.809175822,-0.233536872,-0.531418439,0.157890108,-0.200009361,-0.388098921,0.859968215,-1.167167736,0.451608074,0.293766333,-2.820132616,0.196392568,NA,-2.060273873,NA,-0.538963354,-1.221733317,-0.142007916,-0.443678174,-1.382729971,0.467722908,0.385425373,-0.611771167,NA,NA,-0.249403594,NA,-1.490494363,NA,0.680665194,-0.093186015,0.592560901,0.138599017,-0.839198967,0.009620707,2.730534173
M0179,0.13173406,0.501037263,0.807984513,0.095686405,0.600265264,-0.032062045,1.794993293,2.757749988,0.553044769,0.585838922,NA,NA,0.264907374,0.082047828,0.639926006,0.189031762,-0.097895405,0.473223437,NA,1.33548077,0.750230448,1.303733067,0.289670498,1.058444124,-1.106839917,NA,1.72341169,1.094819148,0.973515791,-2.526301118,0.010880407,0.009969947,-0.010556562,0.451135493,1.43896711,-0.060497909,1.309948169,0.529466782,1.010033408,0.947126285,0.476261647,1.057842285,1.026620034,0.379926971,0.981224341,-0.470857652,0.724802542,NA,0.586013512,NA,0.119509713,0.531706537,1.208953113,0.725930486,-0.321034862,1.191115253,0.800383381,1.185298477,NA,NA,0.351163989,NA,0.075101052,NA,0.150103324,0.099280934,1.383408446,1.304842718,0.591923596,0.283121214,2.164133329
M0182,0.575387912,-1.122935141,-0.236593015,0.528288164,0.752170337,-0.382511398,1.300614049,1.86682571,-0.320915963,-0.014470637,-4.00E-15,-2.66E-15,0.085826365,4.44E-16,-0.169788985,-1.235464357,0.191415954,0.846541126,0.364912213,0.730140819,-0.259972512,0.965044078,-1.929996035,0.001195978,0.664261131,2.22E-16,-0.399626253,1.429370018,1.000727713,0.689134665,-2.22E-15,-0.186816015,1.047510894,0.854720293,0.695834704,-0.719838216,1.710293102,-1.047119207,0.531218599,0.729517362,-0.060658228,0.769689533,-0.597199994,1.490177486,0.213732301,-2.878300253,-0.222674788,-2.22E-16,2.151548962,4.44E-16,0.451132837,0.986801471,-0.730696114,0.618967509,-0.357456086,0.168891301,1.568258581,1.293091035,-0.032755946,-5.33E-15,-0.258685817,-0.00629698,-0.045959064,0.857490772,0.362024558,-0.05269072,0.289339121,0.110232438,-0.134883722,NA,NA
M0183,0.556862435,1.225927906,-0.330421272,0.095686405,-0.193911493,0.218199839,0.731333716,1.821115781,0.476649609,-0.277571571,NA,NA,0.48421324,0.082047828,0.647008034,0.396483936,0.561671257,-0.424881973,NA,0.851822498,0.027380113,-1.229165749,-5.794549875,-1.439560966,-1.117276371,NA,1.557437084,0.979609207,0.230639947,0.227550878,0.010880407,1.09122436,1.076236284,-0.046477504,-0.55094444,0.213541761,0.032436202,0.270761482,0.071656248,-0.025022818,0.287458593,0.536541096,0.381536755,1.663738454,-0.530062374,-2.637227571,0.66599782,NA,-1.779111902,NA,-2.478644263,-1.081966103,0.439323138,-0.286601187,-0.96680147,0.459970995,1.132728464,0.050334456,NA,NA,0.927315539,NA,-2.325117292,NA,0.41863406,0.31479529,-0.179697446,-0.395757755,0.830239011,0.251254444,1.797532893
M0184,0.692408839,0.540068202,0.601280823,0.885323968,-0.246955684,-1.389944355,2.127144691,1.638341117,0.343675379,0.466589199,0.095808112,NA,-0.302049574,NA,0.768447106,-0.434277228,0.153526942,1.382056261,1.529871617,0.545471571,-0.591042207,1.536695586,1.292383258,1.074200722,0.396464506,0.002679912,1.318613844,NA,0.697024062,1.91795527,0.021899685,0.653302668,1.232894586,1.161209179,0.203740535,-0.15029187,0.106327456,-0.139696623,-0.199675322,0.006166574,-0.61012511,0.052888569,-1.008112026,-1.36495821,1.169971129,0.186639424,0.248292234,-0.028998112,0.060407116,NA,0.526463379,0.388208874,1.273312717,0.838271971,-1.990098824,0.362890839,1.571212822,1.64387922,NA,NA,0.043822087,0.019985902,0.07919641,NA,0.067436369,0.310258514,0.983829904,0.732745473,-0.180751267,0.108490224,0.248083449
