Sample,ATP5G3,AURKB,B2M,VAR1,02-Mar,CBEBP,CD83,CDKN1B,CIT,CLASPIN,COX6B,DEXH,EF2_1,EPD,ERCC6L,ES1,FKBP10_2,FYNTBP,GAL3,GILT,GPX3,HEP,HERC6,HSC70,HSP70,HSP90a1,HSP90,HSP90a,HTATIP,IFI,IFI44,IFIT5,IFNa,IGMs,IL_11,IL_17D,IL_15,IL_1b,AARDC,CLEC4E,GLUL,NUPR1,ODC1,TAGLN3,IRF_1,JUN_F3,KIF15,KIF2C,KRT8,MAP3K14,MFHAS1,MMP13,MMP25,MX,NAPEPLD2,P_RAS,PRLR,RAMP1,RGS21,RPL6,RRl,RRM2,SAA,SCG2,SERPIN_1,SFRS9,TGFb,TRIM1,TXN,BSG,C7
M0186,-0.436545374,0.262403851,0.464530141,0.095686405,0.711914612,0.260809831,1.766442213,2.214861539,0.395134841,0.221470859,NA,NA,0.573938275,0.082047828,0.634378948,0.242265794,0.787895667,0.681845422,NA,1.094099313,0.537190308,0.504984861,2.332089854,0.155591534,-0.445753735,NA,1.263762312,0.253711605,0.838070308,0.165285681,0.010880407,0.735552313,-0.010556562,2.556938774,0.955118203,0.268216822,-1.771784064,0.087849049,-0.175267671,0.614815331,0.58113901,0.139144435,-0.207174357,-0.564744246,1.341238759,-1.303815069,0.634372776,NA,-1.208110457,NA,-0.799368061,-0.399762343,0.477323006,0.669980727,-1.29547193,1.065274514,0.934601456,1.731036215,NA,NA,-0.290000817,NA,-1.083244935,NA,1.346782449,0.197412043,1.020137866,1.522393811,-0.346458211,0.541295329,1.881959634
M0188,1.350987967,0.806344923,0.932439792,-0.28311775,0.817162989,0.349342509,1.66296605,3.648413796,1.309357032,2.099507071,NA,NA,1.165578392,0.082047828,1.418384007,0.565313474,1.224851889,1.507499459,NA,1.275381659,1.17432299,0.003416638,3.249095059,2.526457084,1.062425289,NA,0.739067099,1.026117764,1.30658492,1.027840538,0.010880407,1.055375473,-0.010556562,1.817542841,1.837440967,1.740696451,6.82E-05,1.881165455,0.978186503,2.257750901,0.718397001,0.952218473,0.844147476,0.587641641,1.823474417,2.487902398,1.20323656,NA,2.287473489,NA,1.308476193,1.011764779,0.035711582,1.265788952,0.959867204,0.774444891,0.97332959,-0.031761616,NA,NA,1.02849569,NA,0.494677294,NA,1.722287357,0.533539351,1.24141242,1.278315612,0.704478453,0.926517751,-4.93141027
M0190,-0.137239843,0.360941847,-0.431656021,0.095686405,0.275029064,-0.572461988,0.113696542,1.284148586,-0.015650656,0.549181744,NA,NA,0.292005646,0.082047828,1.116825646,-0.290683901,0.395618476,-1.272258718,NA,-0.798702646,-0.294065995,0.414693493,-1.283576278,-0.821082724,-0.413022628,NA,0.53477636,-0.917372327,0.72715167,-0.667296867,0.010880407,0.559696368,-1.281875366,0.088465132,0.122839817,-0.394746858,-0.867689406,-0.077089811,-0.502544743,-1.005953314,-0.124500112,0.515483437,0.142672376,1.046701801,-0.262561383,-2.40280122,0.234102663,NA,-0.05799922,NA,-1.489268621,-1.170409214,-1.46448108,0.752367534,-0.600291268,0.73647198,0.16757752,1.28187189,NA,NA,0.968637198,NA,-0.458057328,NA,0.835596548,-0.199326899,1.400175237,-0.422459255,0.195415616,0.158900108,-3.104628198
M0191,1.249674012,-0.715757616,0.091203496,2.840036761,-0.028161753,0.082555695,1.445423322,0.724870691,-0.36454444,-0.998982924,NA,NA,-0.119161529,0.082047828,0.018667442,0.015277294,0.207301762,0.3814907,NA,0.740260338,-0.745505494,-0.49404188,0.164282237,-0.10300264,0.108514421,NA,0.395892708,-0.146428832,0.161470211,0.083738999,0.010880407,0.250754032,0.033754034,-0.123013156,0.166970417,-1.044232747,-0.714267167,-0.467479481,-0.22005443,-0.72855754,-0.225380635,0.342933472,0.441585725,0.056387451,-0.324258111,0.05720482,-0.823092974,NA,0.911566771,NA,-0.004395806,0.185703233,-0.59854265,0.221554226,-1.73929041,0.749517157,1.359131113,1.922050944,NA,NA,-0.37965335,NA,0.688350735,NA,0.294387213,0.135066779,0.575868098,0.86413108,-0.523617504,-0.107234975,1.701507285
M0192,-0.679749678,0.237606311,-1.527787604,2.276188389,-0.771823602,-1.240479395,1.143753513,3.005971388,-0.73770756,-0.583146636,NA,NA,-0.272823692,0.082047828,-0.293120141,-0.753373609,-0.583633413,0.18228923,NA,0.813980184,0.062199673,-0.633929921,1.37510411,-0.319006408,-1.82789812,NA,3.153565486,1.301524135,0.458450941,2.161249246,0.010880407,3.231725945,-1.457178348,-0.627799896,-1.209959298,-1.029142707,0.060743673,-0.253266283,-1.22877956,-0.835226476,-0.821568928,-0.973697559,0.046880537,0.399029719,0.000887462,0.05720482,-0.285601119,NA,-0.05799922,NA,-0.978562736,-0.928411433,-0.677131518,2.44004527,-1.333795375,-0.603044557,-0.976444182,0.050334456,NA,NA,-0.181560392,NA,-1.135530158,NA,0.07977879,-0.844140361,-0.184802047,0.785450765,-0.588873925,-0.438180492,-0.054563655
M0193,0.05457693,0.63240561,-0.441008644,-1.341079676,-0.600875599,-0.580987758,0.997061223,0.042087959,0.188934241,-0.602676764,NA,NA,-0.124715752,0.082047828,0.36334256,-0.820945362,-1.027814752,0.546085039,NA,0.453435111,-1.641196384,-0.283946593,-2.90874318,-0.45058599,-0.139023744,NA,0.077313676,-0.116199615,0.053997325,-0.626039142,0.010880407,0.417157012,-0.249200594,-0.50658723,-0.008251671,0.085351947,0.153354136,-0.305118237,-0.27566434,-0.222372602,-0.711205269,0.217024225,-0.49729038,0.34708634,0.311152251,-0.750572104,0.077390581,NA,-1.926735642,NA,0.151243328,-1.033893333,-0.336744307,-0.226937303,-0.658994202,-0.342327652,0.043592317,-0.633722148,NA,NA,-0.048063046,NA,-0.298745414,NA,-0.473231393,-0.373046936,0.095412421,-0.036581987,-0.145515793,-0.562742125,0.660055951
M0194,-0.133413196,0.248871546,-0.114070028,0.095686405,0.163181615,-1.004855817,1.859572627,1.883601714,0.35018331,0.033835688,NA,NA,0.578632667,0.082047828,0.234217699,-0.333662257,-0.269361599,0.953664093,NA,0.26861081,-0.533986211,1.240467098,-1.109788476,0.091481085,0.434524844,NA,1.067378491,0.369993959,0.926801596,0.334981397,0.010880407,1.614349509,-0.010556562,1.349954941,0.62934339,-0.359254729,2.763388904,0.81628978,0.563243627,0.605217967,-0.121615335,0.341107225,0.73259078,0.932094683,0.838561714,-0.690186393,0.703080908,NA,-0.186470092,NA,-0.074340917,1.136746524,0.243555976,0.273246755,-1.340362475,0.963524898,0.929710885,0.872281031,NA,NA,0.184415287,NA,-1.42403458,NA,-0.108770121,-0.417290507,0.174263741,0.36847711,0.261289547,0.171368686,1.483403552
M0196,0.165060417,0.057738422,1.599956217,-1.978165827,0.666808022,0.757387971,1.683578357,2.824364637,0.853317963,1.562997891,NA,NA,1.771737009,0.082047828,1.393318888,0.538573331,0.839886197,0.07520603,NA,0.061557707,0.527798975,0.894687556,2.651079643,1.573932879,1.822573697,NA,0.145885667,1.050406098,1.87107136,2.110746783,0.010880407,1.928983937,-5.273738651,1.251543907,2.046406679,1.225257872,2.400481131,0.417570556,0.566341424,1.639818524,-0.274202739,1.026342078,3.918298341,2.498271878,1.610041529,-0.182480828,1.078599251,NA,-0.501127624,NA,1.055419968,0.9384807,0.949591708,1.355035048,0.110183624,0.63995567,0.748262031,1.494120016,NA,NA,1.057870017,NA,1.289291413,NA,1.145630542,0.505604248,1.987340655,0.94051564,0.393450758,1.024407623,0.463986186
M0197,-0.360918158,0.866790643,-0.449177101,0.095686405,0.311369293,0.192094784,0.519524831,1.91885002,0.837127385,1.396560537,NA,NA,0.9046439,0.082047828,1.34877116,0.087878243,1.144690121,-0.189279697,NA,-0.136970917,0.042847826,0.235987261,-3.093383147,0.061552741,-2.147269646,NA,0.294742083,0.320176401,0.912735907,1.261250143,0.010880407,1.664886556,-0.794678449,0.078517897,-0.092303163,0.217303726,0.731376512,-0.313925764,-0.281969447,-0.050165524,-0.496045251,-0.830142898,-0.102902364,-0.379601963,0.308564964,0.05720482,1.204389135,NA,0.468328657,NA,-0.411872017,-0.412477056,0.166139641,0.550695278,-0.561379936,0.973655753,1.311158639,2.043110873,NA,NA,1.070997719,NA,1.551855622,NA,1.791655527,0.184541589,0.426721183,0.493577932,0.164648853,0.034408477,-0.158488583
M0198,-0.091998381,0.557056108,0.360378847,0.095686405,1.175730959,0.582547289,1.523331176,2.599525911,0.914863002,1.139342135,NA,NA,0.310001035,0.082047828,1.15549195,0.325545709,1.218602763,0.575706442,NA,0.854793281,0.765336615,0.868087407,-0.33850256,0.260691085,1.218496073,NA,0.724413256,-0.750132769,1.548307334,0.519745169,0.010880407,2.330148278,2.024178501,0.82104279,0.350950814,-0.788743768,-0.411676187,-0.210700391,0.761228728,0.388098847,0.156169681,0.929327804,-0.536841081,0.638368902,0.410533878,-1.809923986,1.049481204,NA,-0.992111396,NA,0.435475575,-0.245102493,0.11371704,1.462933405,-0.282743178,1.681553457,1.470823816,1.398822598,NA,NA,0.496309369,NA,0.830943956,NA,2.167563355,0.535272324,1.405611019,0.257237153,-0.135019216,0.592554204,-0.344434477
M0200,-0.241834192,0.592192132,-0.094129496,1.655049474,0.427474965,-0.865897513,2.183026431,1.55021915,0.997431175,0.538572709,-2.22E-16,2.66E-15,-0.010043283,-4.44E-16,0.393289035,0.088193323,0.340059037,1.265273314,1.873704019,1.020592284,-0.205529838,1.631323773,-2.69635546,0.925886147,-0.178676425,3.33E-16,-3.051764424,NA,1.338527284,2.076445528,5.33E-15,NA,0.529201974,2.322378702,0.003628297,2.89E-15,0.379518045,-0.252362288,0.191736784,NA,NA,-0.408097363,NA,1.524984641,NA,-3.38E-14,NA,2.89E-15,NA,NA,0.480817096,0.136450278,1.029753305,0.598948467,-0.705596264,0.261860023,0.725417274,NA,NA,NA,-0.153064556,0.283027818,1.310219099,NA,NA,0.142703382,1.331059458,1.163298784,-0.396754687,-0.176461788,1.867191852
M0201,0.394788997,0.789086254,-0.108544899,1.629009871,0.241025239,-0.106494156,3.437100642,3.340425463,0.680725468,0.49912879,-2.22E-16,2.66E-15,0.608641985,-4.44E-16,0.639216171,0.892202232,0.012751129,1.307382109,2.869655825,1.186708086,-0.497497113,2.60556853,1.27849831,0.666322622,0.760602672,3.33E-16,3.608195939,NA,1.000666668,4.043043204,5.33E-15,NA,1.495218099,2.790772942,1.053207568,0.057114335,2.970413167,0.519121008,0.882221209,NA,NA,0.674355168,NA,0.898107954,NA,-2.691492454,NA,2.89E-15,NA,NA,0.37535076,-0.197877301,0.79909486,3.585002423,0.289488937,1.306901746,2.50766697,NA,NA,NA,0.149999109,1.001621788,2.361940267,NA,NA,0.045736017,1.32507603,2.437673708,0.141732493,0.107621089,1.165481104
M0204,0.394720518,-0.785561562,-0.79247552,-1.102580921,0.164483185,-0.792517088,-0.212999604,0.192293875,0.018112195,0.55266272,0.095808112,NA,-0.85987263,NA,0.46668764,-0.592784081,0.006343699,-0.731258368,-1.210686345,-0.277928349,-0.25032164,0.295320725,-0.997336714,-0.352049802,-0.099118415,0.002679912,-0.03651884,NA,0.749692516,0.058529064,0.021899685,-0.548623664,-2.661018633,-1.841398926,0.036202451,-0.801680129,-1.934985771,-2.593237058,-0.48619941,-0.910233266,0.177413295,-0.321220589,0.327726964,0.662077193,-0.154859151,-1.195393696,-0.044072849,-0.028998112,0.039752761,NA,0.274001448,-0.49361059,0.308671939,0.209159159,-1.060705403,-0.451483726,0.239533962,-2.226575038,NA,NA,0.736884612,0.425169857,-3.283097367,NA,-0.199996921,-0.507242778,-0.112368004,-0.170390696,0.328497102,-0.948076848,-0.855829015
M0206,-0.439577401,-0.23511626,-1.038003048,0.976580123,0.169025613,-0.606820464,0.273397596,2.85206936,0.008627669,0.186232783,0.095808112,NA,-0.948697963,NA,0.189353269,0.163348086,0.10642535,-0.761171713,0.493067124,0.007032026,-0.505199282,-0.032461342,1.173061814,0.443393639,-1.785793674,0.002679912,-0.285355484,NA,0.780001694,1.550716531,0.021899685,0.578609938,-1.747890681,0.841928539,-0.095990357,-0.749767417,2.175026222,-0.853676794,0.075463686,-2.629736841,-0.232597426,0.250573874,0.568470302,1.701320188,0.287438884,-1.653385359,-0.272922266,-0.028998112,1.468601628,NA,0.276842083,0.243974003,-0.766964586,-0.211683416,-0.477137498,-0.61091293,-0.080253765,0.413899807,NA,NA,-0.552988723,0.295602845,-1.885072441,NA,-0.376943653,-0.051782609,0.226984577,-0.163749382,-0.47656429,-0.575526923,-0.22102072
M0208,-0.406673151,0.486412852,-0.655443337,-0.260128286,-0.946445482,-2.292214613,-0.330537315,3.186448123,0.740315816,0.881368449,0.095808112,NA,0.083584098,NA,0.461309461,0.31066267,0.341377795,0.295652018,3.008298395,-0.156329877,-0.01936755,1.146626514,0.53955437,0.613635385,-2.389210676,0.002679912,-1.271251339,NA,-0.07462082,0.12003715,0.021899685,-1.500369795,1.322631511,0.253090754,0.566463427,0.957993426,0.519014011,-1.260553392,-0.31100814,-0.743263161,-0.463565312,-0.7226139,-1.555241451,0.333540065,-0.035841861,3.312372081,0.352213615,-0.028998112,0.843616984,NA,0.910249325,-0.412418273,-1.105212043,-0.154069566,-0.948569173,-0.046990055,0.509116701,-0.118666109,NA,NA,-0.4611467,0.506903773,0.929097668,NA,0.602861022,-0.574158102,-0.416994448,0.201859163,-0.703461148,-0.13202457,0.503412673
M0210,0.395902271,0.308324615,1.100222176,1.622441501,0.006771864,-0.384476856,1.980834249,2.543916881,-0.11494717,-0.885757982,0.095808112,NA,0.311350608,NA,-0.11940161,-0.480989607,-0.261704986,0.721513526,0.374663171,1.599972779,0.590043611,-1.152149236,-1.263239046,0.169331266,-0.98467492,0.002679912,-1.818458834,NA,0.737317277,0.43081309,0.021899685,-0.227889707,0.772939298,0.985365555,0.296531507,-0.883871325,1.123630193,-0.569478472,0.627737908,0.308280516,0.711741034,1.051814764,-0.385535176,0.548408721,1.214072569,-3.419586661,-0.286072536,-0.028998112,-0.265138062,NA,-0.142534317,0.53223254,-1.0436824,-0.589425632,-0.407994562,1.019811574,0.034176813,0.219851857,NA,NA,-0.20967375,1.995473496,0.827309485,NA,-0.257542296,-0.206055818,0.238175265,0.410327005,0.184823928,0.43846753,-0.904025709
M0211,0.467832438,0.91218525,1.322896427,0.572648348,0.198226545,-0.196568482,1.494699316,2.449275851,0.390390207,-0.245083721,0.095808112,NA,1.383357398,NA,0.039999205,0.012907468,0.155943123,0.492606145,0.578195906,1.664106837,0.15393208,-0.545816363,0.850151976,-0.240589378,0.331154426,0.002679912,1.246291405,NA,0.599813049,1.113380329,0.021899685,0.611500603,0.200896832,0.488847715,0.330093518,-0.108082114,1.186861469,-0.603191529,0.840576685,0.280235094,0.871375625,1.454408208,-4.709687199,1.733813923,0.771769089,-0.260308765,0.124510639,-0.028998112,1.187896357,NA,0.736457216,0.345700844,0.394559641,0.097800459,0.264705657,1.210374026,1.700093362,0.676567995,NA,NA,0.657096292,1.483496923,-1.068117427,NA,0.1976914,0.279865028,0.122524707,0.432280765,0.480518045,0.185010495,0.653381766
M0213,-0.52376084,0.455288207,-0.918478026,1.75183995,-0.511919519,-1.015772766,0.976814647,2.095019783,0.356562646,0.636561357,0.095808112,NA,0.422773342,NA,0.506400256,-0.457497684,-0.027546922,0.122202238,2.285210817,0.44401164,-0.043315058,-0.510855789,2.629917882,0.354201787,0.151607559,0.002679912,1.594371821,NA,0.361931429,2.793626831,0.021899685,1.857091869,0.349316087,0.462795121,0.263728027,0.597193411,0.2498537,-0.52537254,-0.258784085,-0.390931061,-0.352061794,-0.289472653,-0.354966441,0.308978343,0.142014629,1.158073473,0.396913368,-0.028998112,0.585385275,NA,0.460818727,-0.595965685,-0.614881151,2.608979773,-1.084731898,0.064336882,0.131809339,0.2814951,NA,NA,0.0760829,0.119623608,-0.34043267,NA,0.842605952,-0.417224759,-0.150309127,0.421722502,-0.355829844,-0.49138672,0.642868277
M0215,-1.301253225,-0.351924632,-0.139711893,0.813911758,-1.034848373,-1.13243365,0.471494757,0.044202821,-0.711584311,-0.4662397,0.095808112,NA,0.043399739,NA,-0.029372483,-1.139070861,-0.447154518,-0.815892711,-2.427910991,-0.190770202,-0.686722251,-0.068866908,-2.828236269,-0.816847345,-0.43551556,0.002679912,1.278016834,NA,0.257951586,-1.255129591,0.021899685,-2.613625725,-1.502401826,0.286999414,0.826077724,-1.778224435,0.02167113,-1.154420347,-0.443398708,-1.438553765,-0.335353272,-0.284271009,-1.681653709,1.134969951,-0.593583218,-2.939101895,-0.730165813,-0.028998112,-0.348909996,NA,0.213463301,-0.748302657,-0.676359472,-0.611115625,-0.563767644,0.785384477,-0.538174402,0.860162378,NA,NA,-1.094559501,0.259748167,-1.596729804,NA,-0.108740523,-0.774858517,-0.076619178,-0.215411461,-1.169844016,-0.795621475,-0.101607413
M0216,0.611331676,1.328305601,0.787717373,-0.008919432,-0.424568587,-0.805106103,1.116521147,2.438987892,0.807550649,-0.237944673,0.095808112,NA,0.48752803,NA,-0.081800986,1.379386156,-0.165637102,0.716928318,-0.131708757,1.307699796,0.613108727,-1.304286277,0.218382809,0.278669736,-0.000474711,0.002679912,-2.317114627,NA,-1.104664216,0.312650164,0.021899685,-0.840387689,-1.262903132,-0.495508345,-0.358039592,0.574363393,-0.746796911,-0.101563459,0.583545107,-0.181049508,0.631563332,-0.80628834,0.857596541,0.933778109,0.371466427,0.132385987,-0.792733033,-0.028998112,0.493587974,NA,0.582277485,0.137018473,1.364398094,-1.253691521,-0.444656649,0.502808728,0.356088033,-0.300485317,NA,NA,-0.474531951,-0.88989874,-0.079262028,NA,0.613966861,0.152274672,-1.229157114,0.438713553,1.125167307,0.648995043,0.776505207
M0217,-0.79416069,-0.02477532,-1.589106005,0.925207702,-0.535530429,-1.726109254,0.096599769,2.401840389,-0.205268073,-0.386022593,0.095808112,NA,-0.103933114,NA,-0.130752469,-0.598517571,-0.874614803,-0.51308745,-0.99784966,-0.592641688,-1.169931787,0.270186438,1.416806202,-0.744952495,-1.506044478,0.002679912,0.351642938,NA,0.161169651,0.84228787,0.021899685,0.687879127,0.333692071,0.365568908,0.02216338,-0.836162851,-0.209405824,-1.55765266,-0.237765385,-0.562090604,-0.696179784,-0.508959005,-0.277438819,0.072213933,-0.52935316,0.132385987,-0.628850194,-0.028998112,-1.086117938,NA,-0.032939455,-0.565878157,-0.92732517,0.380153384,-1.545321101,0.322167014,0.334046609,-0.066506335,NA,NA,-0.667867107,0.813637634,-1.125276802,NA,-0.3645023,-0.868481236,-0.540791081,-0.46227076,-1.276753703,-0.877533899,-0.289494564
M0218,0.279267111,0.938656393,0.796446779,0.764503479,0.259717772,1.013991353,2.984286016,3.500954383,0.09743373,-0.328791699,0.095808112,NA,1.038361234,NA,-0.175144798,0.503610103,0.395676376,-0.09077307,-1.022959236,1.005673461,-0.126575487,-2.492924286,-2.340414386,-0.677523637,3.278116768,0.002679912,0.933830786,NA,0.384104982,0.473982821,0.021899685,-0.201402159,-0.452541749,0.011674007,1.70162548,-0.681657803,0.587307884,-0.641461685,0.298251627,-0.734244316,0.740858635,0.472815966,1.011194145,1.920709883,0.343871504,0.132385987,0.268686338,-0.028998112,-0.203555701,NA,0.26543377,-0.346048947,-0.096011931,-1.087367045,0.471958101,0.949058489,1.41463541,-0.557731109,NA,NA,0.358655497,1.20222097,-3.660217278,NA,0.614417309,0.23106018,-0.505538046,0.575762101,0.137848376,0.516982934,-1.039530957
M0219,-0.543689038,0.371670883,0.233502368,0.433201835,-0.013450331,-0.739626008,1.398376786,3.221849332,0.202491574,0.783907458,0.095808112,NA,0.599696883,NA,0.219161801,-0.221243008,0.314370755,0.254550502,-1.307524574,0.580770865,-0.419233096,-1.64177557,-0.884312541,-0.567518644,0.167995712,0.002679912,0.126513845,NA,0.313385453,0.391341817,3.391668084,-0.621120737,-0.311211699,-0.319079486,-0.506721298,-1.528667031,-0.776418915,-0.931296695,-0.084806762,-0.852378427,-0.362897044,0.102025249,-0.159050879,0.568160191,0.810775049,-1.806146184,0.343943799,-0.028998112,-0.23387014,NA,0.746077596,-1.396733238,0.487938005,-0.043732296,-0.660053345,0.507844543,1.306063436,1.2014173,NA,NA,0.260641786,1.041524268,-2.160783305,NA,0.411561374,-0.34925829,-0.048034419,-0.65897569,-0.545235528,-0.113094153,-0.806219721
M0221,1.177656504,0.056033049,-0.423221439,-0.374182753,-0.315282914,0.23818009,0.414956143,0.516846334,0.134359172,0.401202516,0.672713409,NA,-0.016017282,NA,-0.023864795,0.003406883,-0.012034371,0.050583727,1.039741014,0.033994125,-0.77765971,0.022443328,-1.114882552,0.256939387,-0.583577977,-0.644804591,0.342907465,NA,-0.40814887,0.249498902,0.021899685,0.129197396,1.60551251,-0.613962577,-0.725909008,1.120492902,0.102335078,-1.172453973,0.012067736,0.012724538,-0.238176109,-0.815041144,-0.210790534,-0.025913947,-0.140827159,0.132385987,-0.043347453,-0.086934777,0.034444959,NA,-0.179431615,-0.447613172,-1.659335365,-0.173904322,-0.550827587,0.098249523,-0.063797049,0.033560192,NA,NA,0.6608654,0.019985902,1.018266504,NA,0.635672671,0.145702826,0.006926553,0.06483568,-0.767054158,-0.435682377,-0.118802842
M0222,1.461932027,0.94892175,1.518257812,1.902920337,2.721122824,3.089938204,2.774157684,2.044261997,1.027405615,1.021526015,2.315857139,-2.66E-15,-0.058642682,4.44E-16,1.326253801,-0.046735964,-0.038522253,-0.016312281,2.715338426,-0.018014065,0.976617868,-7.96E-05,2.369209865,2.448596793,1.254887476,0.189765802,-0.344359598,0.909322242,1.847074226,1.810245682,-2.22E-15,0.992474919,5.045838812,2.130939859,3.357087814,2.815903685,0.015719937,1.325298426,-0.029856258,-0.008538217,1.148093764,0.5405779,2.051620693,0.00942343,1.528710493,-0.029278739,0.45369059,0.434896415,-0.001506521,4.44E-16,0.195713115,1.321987906,0.844312324,0.47058597,1.484727554,1.013840144,0.405673604,-0.001995218,1.982317309,-5.33E-15,1.132222806,-0.00629698,1.027811726,3.960284876,0.715608749,0.627834385,0.888651398,-0.000871016,0.395865748,NA,NA
M0223,-0.104261405,-1.216699311,-1.95588063,-2.419953994,-1.268409391,-1.09926609,-1.508634051,-0.42375699,-1.201076873,-0.522752076,-2.358241036,NA,-0.016017282,NA,-1.361404691,0.003406883,-0.012034371,0.050583727,1.09105692,0.033994125,-1.896780765,0.022443328,-0.203946289,0.217893901,-0.33418148,0.239544011,-0.867613105,NA,-1.331481683,-1.120589562,0.021899685,-1.299898548,0.93455841,-0.853669774,-1.320970866,1.033125701,0.102335078,-0.892261565,0.012067736,0.012724538,-1.624769594,-1.719186169,-0.344413149,-0.025913947,-1.276077743,-0.403062163,-1.338343747,-1.275097117,0.034444959,NA,-0.34500448,-0.780241649,-2.009141804,-0.931513999,-0.214014881,-1.008441485,-2.515362995,0.033560192,NA,NA,-0.726061815,0.019985902,2.055240896,NA,0.170288423,-0.684263057,-0.452470668,0.06483568,-1.298528481,-1.296714632,1.512848275
M0225,0.244370113,0.571881764,-0.272827239,1.076233208,0.069407453,0.73239003,1.28016574,0.350102385,0.137139051,1.017843616,1.071598994,NA,-0.016017282,NA,0.258769181,0.003406883,-0.012034371,0.050583727,-1.872033483,0.033994125,0.404221301,0.022443328,0.737852808,0.257340457,0.446726882,0.002679912,1.187110773,NA,-0.087517383,1.572852355,0.021899685,1.507211876,-0.244279208,2.63140206,-1.110235735,-0.418529659,0.102335078,-1.307248764,0.012067736,0.012724538,0.040410902,0.110536026,-1.075357114,-0.025913947,0.874414112,0.132385987,0.748597004,0.569022044,0.034444959,NA,-0.009901583,-1.032322951,0.630646082,1.267975082,0.629610737,0.257132197,0.144083784,0.033560192,NA,NA,0.952120346,0.019985902,0.396651412,NA,0.711614993,0.466166718,0.484956613,0.06483568,-0.202026041,0.032319028,-0.084362446
M0226,1.635669442,0.375959713,0.431288725,-0.810167598,-0.83384435,0.347100419,0.291735819,0.460413973,-0.649569773,-0.790390693,0.300255913,NA,-0.016017282,NA,-1.16933772,0.003406883,-0.012034371,0.050583727,2.872121773,0.033994125,-0.639370448,0.022443328,-0.528635956,0.291069472,-0.607956963,-0.341917781,-0.94405757,NA,-0.952879502,-0.997682842,0.021899685,-1.109467091,2.009073155,-0.317295035,-0.915330192,2.304389186,0.102335078,0.906431462,0.012067736,0.012724538,0.177475179,-0.511475538,-1.35002312,-0.025913947,-0.115124801,0.886562007,-0.569762065,-0.62527113,0.034444959,NA,-0.62411254,-0.194916492,0.721409219,-1.567413362,-0.452646957,-0.242266835,-0.14103221,0.033560192,NA,NA,0.18787477,0.019985902,2.973935211,NA,-0.377330363,0.440799166,-0.43552468,0.06483568,0.058275368,0.162547759,1.555615926
M0227,0.553812899,0.022596828,-1.078111367,-0.559737643,-0.691211415,-0.197391182,0.378050421,0.034853921,-0.241581569,0.272506942,0.147007515,NA,-0.016017282,NA,0.017148596,0.003406883,-0.012034371,0.050583727,0.943721208,0.033994125,-0.941803166,0.022443328,-0.743880677,0.562455903,0.586245868,-1.28815751,-0.337771314,NA,-0.688746557,0.23104892,0.021899685,0.248691105,1.318888329,-0.423229568,-0.781630372,0.851904917,0.102335078,-0.558023125,0.012067736,0.012724538,-0.57452221,-0.870945998,-0.519978471,-0.025913947,-0.219324871,-1.284029754,-0.080031353,-0.125818746,0.034444959,NA,-0.415798097,-0.120228378,-0.931481086,0.314436813,-0.60436,-0.614960141,-0.375566439,0.033560192,NA,NA,-0.017568673,0.019985902,0.303187681,NA,-0.482036006,-0.100238481,0.055228459,0.06483568,-0.554936069,-0.529429385,0.015496777
M0228,-1.901999538,0.205199728,-1.395397329,-0.446860882,-0.088786127,0.744543277,0.835552104,-0.709500325,0.405625883,0.966700572,1.352846627,NA,-0.016017282,NA,0.070345843,0.003406883,-0.012034371,0.050583727,-3.52853936,0.033994125,0.222167532,0.022443328,-2.125435537,0.655652625,1.020836168,-0.189156601,-0.021521647,NA,-0.826096122,0.022490895,0.021899685,-0.123700132,-3.523456987,0.574937615,-0.898784613,-0.909673421,0.102335078,-1.070881666,0.012067736,0.012724538,-0.139097456,-1.270198142,0.056626985,-0.025913947,-0.182293774,-3.91907871,0.317601465,0.414738562,0.034444959,NA,0.556896744,-2.952593562,-0.136260409,-0.357922861,0.841693003,0.011862137,0.3603855,0.033560192,NA,NA,0.745069756,0.019985902,0.308794335,NA,0.947353168,-0.087095718,-0.285591203,0.06483568,0.058396366,0.239616947,0.164062768
M0229,0.563883966,-0.16951093,-0.646985211,0.316905432,-0.115247968,0.311039196,0.688455502,0.802224357,0.191076993,0.236592285,1.553875811,NA,-0.016017282,NA,0.141158564,0.003406883,-0.012034371,0.050583727,-0.166117442,0.033994125,-0.33495362,0.022443328,-1.3039554,0.48357831,0.188912322,-2.022251496,-0.983690935,NA,0.055971979,-0.20859237,0.021899685,-0.297044172,1.390789696,-0.310933055,-0.79183327,0.548713152,0.102335078,0.204897702,0.012067736,0.012724538,-0.452000537,-0.260256339,-1.157570712,-0.025913947,-0.108647156,-2.355526154,-0.269073984,0.249644741,0.034444959,NA,-0.260433867,-0.921639358,-0.132763754,0.382937336,0.167496726,0.159918285,-0.297636411,0.033560192,NA,NA,0.254035953,0.019985902,0.896472539,NA,0.122436486,-0.0796861,0.192952193,0.06483568,-0.7225586,-0.33082995,0.011067174
